doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC699,kp58-2004.txt,,,,1,,Bahwa gula merupakan komoditas yang mempunyai nilai strategis bagi ketahanan pangan dan peningkatan pertumbuhan perekonomian masyarakat Indonesia;,
DOC699,kp58-2004.txt,,,,2,,"Bahwa pengadaan gula yang berasal dari impor secara tidak sah, telah menimbulkan kerugian yang sangat besar pada pendapatan petani tebu/produsen gula dalam negeri;",
DOC699,kp58-2004.txt,,,,3,,"Bahwa dalam rangka mewujudkan program pemerintah untuk menciptakan swasembada gula dan meningkatkan pendapatan petani tebu, dipandang perlu untuk mengatur penanganan gula yang diimpor secara tidak sah dengan Keputusan Presiden; a. Pasal 4 ayat (1) UUD 1945 sebagaimana telah diubah dengan Perubahan Keempat Undang-Undang Dasar 1945; Menetapkan Keputusan Presiden tentang Penanganan Gula yang Diimpor Secara Tidak Sah. Dalam Keputusan Presiden ini yang dimaksud dengan:",
DOC699,kp58-2004.txt,,,Pasal 1,1,,"Gula adalah Gula Kristal Mentah/Gula Kasar (Raw Sugar), Gula Kristal Rafinasi (Refined Sugar), dan Gula Kristal Putih (Plantation White Sugar);",
DOC699,kp58-2004.txt,,,Pasal 1,2,,"Gula Kristal Mentah/Gula Kasar (Raw Sugar) adalah gula yang dipergunakan sebagai bahan baku proses produksi, yang termasuk dalam Pos Tarif/HS. 1701.11.00.00 dan 1701.12.00.00;",
DOC699,kp58-2004.txt,,,Pasal 1,3,,"Gula Kristal Rafinasi (Refined Sugar) adalah gula yang dipergunakan sebagai bahan baku proses produksi, yang termasuk dalam Pos Tarif/HS. 1701.99.11.00 dan 1701.99.19.00;",
DOC699,kp58-2004.txt,,,Pasal 1,4,,"Gula Kristal Putih (Plantation White Sugar) adalah gula yang dikonsumsi langsung tanpa proses lebih lanjut, yang termasuk dalam Pos Tarif/HS. 1701.91.00.00 dan 1701.99.90.00;",
DOC699,kp58-2004.txt,,,Pasal 1,5,,Menteri adalah Menteri yang bertanggung jawab di bidang perdagangan.,
DOC699,kp58-2004.txt,,,Pasal 2,,1,"Gula yang telah ditetapkan sebagai barang dalam pengawasan berdasarkan Keputusan Presiden Nomor 57 Tahun 2004 tentang Penetapan Gula sebagai Barang Dalam Pengawasan, pengadaannya melalui impor dibatasi.",
DOC699,kp58-2004.txt,,,Pasal 2,,2,Gula yang pengadaannya melalui impor tidak sesuai dengan ketentuan pembatasan impor sebagaimana dimaksud dalam ayat (1) dinyatakan sebagai gula yang diimpor secara tidak sah.,
DOC699,kp58-2004.txt,,,Pasal 2,,3,Gula yang diimpor secara tidak sah sebagaimana dimaksud dalam ayat (2) ditetapkan sebagai barang yang dilarang untuk diimpor sebagaimana dimaksud dalam Undang-undang Nomor 10 Tahun 1995 tentang Kepabeanan.,
DOC699,kp58-2004.txt,,,Pasal 2,,4,"Gula sebagaimana dimaksud dalam ayat (3) dinyatakan dikuasai dan dimiliki oleh Negara sesuai dengan ketentuan Pasal 68, Pasal 69 huruf c, Pasal 73 ayat (1) Undang-undang Nomor 10 Tahun 1995 tentang Kepabeanan. Terhadap barang-barang sebagaimana dimaksud dalam Pasal 2 ayat (4) dilakukan tindakan pelelangan melalui lelang umum. Pelaksanaan lelang dilakukan oleh Menteri sesuai dengan ketentuan peraturan perundang-undangan yang berlaku. Pemanfaatan gula hasil pelelangan tetap diawasi Menteri dalam rangka peredarannya setelah mendapat pertimbangan dari Menteri yang terkait. Dengan berlakunya Keputusan Presiden ini, segala ketentuan yang ada mengenai penanganan gula yang diimpor secara tidak sah dinyatakan tetap berlaku sepanjang tidak bertentangan dan belum diganti dengan yang baru berdasarkan Keputusan Presiden ini. Keputusan Presiden ini mulai berlaku pada tanggal ditetapkan. PRESIDEN REPUBLIK INDONESIA, ttd. MEGAWATI SOEKARNOPUTRI Diundangkan di Jakarta pada tanggal 26 Juli 2004 SEKRETARIS NEGARA REPUBLIK INDONESIA, ttd. BAMBANG KESOWO",
