doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,19,,Keputusan Presiden Nomor 84/P Tahun 2009 tentang Pembentukan Kabinet Indonesia Bersatu II sebagaimana telah diubah dengan Keputusan Presiden Nomor 8P Tahun 2014;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,20,,Peraturan Presiden Nomor 47 Tahun 2009 tentang Pembentukan dan Organisasi Kementerian Negara sebagaimana telah diubah beberapa kali terakhir dengan Peraturan Presiden Nomor 13 Tahun 2014;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,21,,"Peraturan Presiden Nomor 24 Tahun 2010 tentang Kedudukan, Tugas, dan Fungsi Kementerian Negara serta Susunan Organisasi, Tugas dan Fungsi Eselon I Kementerian Negara sebagaimana telah diubah beberapa kali terakhir dengan Peraturan Presiden Nomor 14 Tahun 2014;",
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,22,,Peraturan Menteri Perdagangan Nomor 28/M-DAG/PER/6/2009 tentang Ketentuan Pelayanan Perijinan Ekspor dan Impor dengan Sistem Elektronik Melalui INATRADE Dalam Kerangka Indonesia National Single Window;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,23,,Peraturan Menteri Perdagangan Nomor 54/M-DAG/PER/9/2009 tentang Ketentuan Umum di Bidang Impor;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,24,,Peraturan Menteri Perdagangan Nomor 31/M-DAG/PER/7/2010 tentang Organisasi dan Tata Kerja Kementerian Perdagangan sebagaimana telah diubah dengan Peraturan Menteri Perdagangan Nomor 57/M-DAG/PER/8/2012;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,25,,Peraturan Menteri Perdagangan Nomor 13/M-DAG/PER/3/2012 tentang Ketentuan Umum di Bidang Ekspor;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,26,,Peraturan Menteri Perdagangan Nomor 27/M-DAG/PER/5/2012 tentang Ketentuan Angka Pengenal Importir (API) sebagaimana telah diubah beberapa kali terakhir dengan Peraturan Menteri Perdagangan Nomor 84/M-DAG/PER/12/2012;,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,,27,,"Peraturan Menteri Perdagangan Nomor 46/M-DAG/PER/8/2013 tentang Ketentuan Impor dan Ekspor Hewan dan Produk Hewan sebagaimana telah diubah dengan Peraturan Menteri Perdagangan Nomor 57/M-DAG/PER/9/2013; Menetapkan: PERATURAN MENTERI PERDAGANGAN TENTANG PERUBAHAN KEDUA ATAS PERATURAN MENTERI PERDAGANGAN NOMOR 46/M-DAG/PER/8/2013 TENTANG KETENTUAN IMPOR DAN EKSPOR HEWAN DAN PRODUK HEWAN. Pasal I Di antara Pasal 12 dan Pasal 13 Peraturan Menteri Perdagangan Nomor 46/M-DAG/PER/8/2013 tentang Ketentuan Impor dan Ekspor Hewan dan Produk Hewan sebagaimana telah diubah dengan Peraturan Menteri Perdagangan Nomor 57/M-DAG/PER/9/2013 disisipkan 1 (satu) pasal, yakni Pasal 12A yang berbunyi sebagai berikut:",
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,Pasal 12,,1,Masa berlaku Persetujuan Impor sebagaimana dimaksud dalam Pasal 12 ayat (3) dapat diperpanjang oleh Koordinator dan Pelaksana UPP atas nama Menteri untuk jangka waktu paling lama 30 (tiga puluh) hari kalender.,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,Pasal 12,,2,Perpanjangan masa berlaku Persetujuan Impor sebagaimana dimaksud pada ayat (1) diberikan setelah mendapat persetujuan Menteri melalui Direktur Jenderal.,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,Pasal 12,,3,Perpanjangan masa berlaku Persetujuan Impor sebagaimana dimaksud pada ayat (1) hanya dapat diberikan sepanjang tanggal Bill of Loading dari negara asal tidak melewati masa berlaku Persetujuan Impor dan diajukan 1 (satu) kali untuk setiap periode importasi.,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,Pasal 12,,4,Masa berlaku Persetujuan Impor untuk triwulan keempat periode Oktober-Desember tidak dapat diperpanjang.,
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,Pasal 12,,5,"Untuk mendapatkan perpanjangan masa berlaku Persetujuan Impor, IT-Hewan dan Produk Hewan harus mengajukan permohonan secara tertulis kepada Koordinator dan Pelaksana UPP dengan melampirkan: a. fotokopi Persetujuan Impor yang masih berlaku; dan b. surat pernyataan bermeterai cukup dari importir mengenai alasan pengajuan permohonan perpanjangan masa berlaku Persetujuan Impor disertai bukti pendukung yang cukup.",
DOC105,Permendag%20No.%2017%20Tahun%202014.txt,,,Pasal 12,,6,Koordinator dan Pelaksana UPP atas nama Menteri menerbitkan: a. perpanjangan masa berlaku Persetujuan Impor paling lama 2 (dua) hari kerja sejak permohonan diterima secara lengkap dan benar; atau b. penolakan penerbitan perpanjangan masa berlaku Persetujuan Impor paling lama 2 (dua) hari kerja sejak permohonan diterima dalam hal permohonan tidak lengkap dan/atau tidak benar.,
