doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC024,2023pmkeuangan032.txt,,,,1,,Pasal 17 ayat (3) Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;,
DOC024,2023pmkeuangan032.txt,,,,6,,Peraturan Menteri Keuangan Nomor 118/PMK.01/2021 tentang Organisasi dan Tata Kerja Kementerian Keuangan (Berita Negara Republik Indonesia Tahun 2021 Nomor 1031) sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 141/PMK.01/2022 tentang Perubahan atas Peraturan Menteri Keuangan Nomor 118/PMK.01/2021 tentang Organisasi dan Tata Kerja Kementerian Keuangan (Berita Negara Republik Indonesia Tahun 2022 Nomor 954); Menetapkan: PERATURAN MENTERI KEUANGAN TENTANG PENGENAAN BEA MASUK ANTIDUMPING TERHADAP IMPOR PRODUK FRIT DAN GLASIR ATAU PREPARAT SEMACAM ITU SERTA FRIT KACA DAN KACA LAINNYA DARI REPUBLIK RAKYAT TIONGKOK. Terhadap impor produk berupa:,
DOC024,2023pmkeuangan032.txt,,,Pasal 1,1,,"frit dan glasir atau preparat semacam itu yang dapat divitrifikasi yang digunakan dalam industri keramik selain engobes (slip), dalam bentuk bubuk, butiran, serpih, atau cairan yang termasuk dalam pos tarif 3207.20.90; dan",
DOC024,2023pmkeuangan032.txt,,,Pasal 1,2,,"frit kaca dan kaca lainnya, dalam bentuk bubuk, butiran, atau serpih yang termasuk dalam pos tarif 3207.40.00, yang berasal dari Republik Rakyat Tiongkok, dikenakan Bea Masuk Antidumping. Eksportir produk yang dikenakan Bea Masuk Antidumping sebagaimana dimaksud dalam Pasal 1 dan besaran Bea Masuk Antidumping, yakni sebagai berikut: | No. | Eksportir | Besaran Bea Masuk Antidumping dalam Persentase (%) | |-----|-----------|----------------------------------------------------| | 1.  | Zibo Fuxing Ceramic Pigment & Glaze Co., Ltd | 6,3 | | 2.  | Seluruh eksportir lainnya | 25,5 |",
DOC024,2023pmkeuangan032.txt,,,Pasal 3,,1,"Pengenaan Bea Masuk Antidumping sebagaimana dimaksud dalam Pasal 1 merupakan tambahan dari: a. bea masuk umum (Most Favoured Nation); atau b. bea masuk berdasarkan perjanjian atau kesepakatan internasional, yang telah dikenakan.",
DOC024,2023pmkeuangan032.txt,,,Pasal 3,,2,"Dalam hal ketentuan dalam perjanjian atau kesepakatan internasional tidak terpenuhi, pengenaan Bea Masuk Antidumping atas importasi dari negara yang termasuk dalam perjanjian atau kesepakatan internasional sebagaimana dimaksud pada ayat (1) huruf b merupakan tambahan dari bea masuk umum (Most Favoured Nation).",
DOC024,2023pmkeuangan032.txt,,,Pasal 4,,1,"Besaran Bea Masuk Antidumping sebagaimana dimaksud dalam Pasal 2 berlaku terhadap barang impor frit dan glasir atau preparat semacam itu serta frit kaca dan kaca lainnya yang: a. dokumen pemberitahuan pabean impornya telah mendapat nomor pendaftaran dari Kantor Pabean tempat penyelesaian kewajiban pabean, dalam hal penyelesaian kewajiban pabean dilakukan dengan pengajuan pemberitahuan pabean; atau b. tarif dan nilai pabeannya ditetapkan oleh Kantor Pabean tempat penyelesaian kewajiban pabean, dalam hal penyelesaian kewajiban pabean dilakukan tanpa pengajuan pemberitahuan pabean.",
DOC024,2023pmkeuangan032.txt,,,Pasal 4,,2,"Terhadap pemasukan dan/atau pengeluaran barang ke dan dari kawasan perdagangan bebas dan pelabuhan bebas, tempat penimbunan berikat, atau kawasan ekonomi khusus, dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan yang mengatur mengenai pemasukan dan/atau pengeluaran barang ke dan dari kawasan perdagangan bebas dan pelabuhan bebas, tempat penimbunan berikat, atau kawasan ekonomi khusus.",
DOC024,2023pmkeuangan032.txt,,,Pasal 5,,1,Peraturan Menteri ini berlaku selama 5 (lima) tahun terhitung sejak tanggal berlakunya Peraturan Menteri ini.,
DOC024,2023pmkeuangan032.txt,,,Pasal 5,,2,"Peraturan Menteri ini mulai berlaku setelah 10 (sepuluh) hari kerja terhitung sejak tanggal diundangkan. Agar setiap orang mengetahuinya, memerintahkan pengundangan Peraturan Menteri ini dengan penempatannya dalam Berita Negara Republik Indonesia. MENTERI KEUANGAN REPUBLIK INDONESIA, ttd. SRI MULYANI INDRAWATI Diundangkan di Jakarta pada tanggal 27 Maret 2023 DIREKTUR JENDERAL PERATURAN PERUNDANG-UNDANGAN KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA, ttd. ASEP N. MULYANA BERITA NEGARA REPUBLIK INDONESIA TAHUN 2023 NOMOR 271 Salinan sesuai dengan aslinya Kepala Biro Umum “Rep WI SURIANI HASLAM NIP 19850116 201012 2 002",
